id,atlas_id,name,acronym,st_level,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,sphinx_id
424,901,"Piriform-amygdalar area, polymorph layer",PAA3,11,788,7,448,/997/8/567/688/695/698/788/424/,59DAAB,449
566,353,Postpiriform transition area,TR,8,698,6,449,/997/8/567/688/695/698/566/,A8ECD3,450
517,913,"Postpiriform transition area, layers 1-3",TR1-3,11,566,7,450,/997/8/567/688/695/698/566/517/,A8ECD3,451
1140,1138,"Postpiriform transition area, layers 1",TR1,11,566,7,451,/997/8/567/688/695/698/566/1140/,A8ECD3,452
1141,1139,"Postpiriform transition area, layers 2",TR2,11,566,7,452,/997/8/567/688/695/698/566/1141/,A8ECD3,453
1142,1140,"Postpiriform transition area, layers 3",TR3,11,566,7,453,/997/8/567/688/695/698/566/1142/,A8ECD3,454
1089,135,Hippocampal formation,HPF,5,695,5,454,/997/8/567/688/695/1089/,7ED04B,455
1080,134,Hippocampal region,HIP,6,1089,6,455,/997/8/567/688/695/1089/1080/,7ED04B,456
375,46,Ammon's horn,CA,8,1080,7,456,/997/8/567/688/695/1089/1080/375/,7ED04B,457
382,47,Field CA1,CA1,9,375,8,457,/997/8/567/688/695/1089/1080/375/382/,7ED04B,458
391,48,"Field CA1, stratum lacunosum-moleculare",CA1slm,11,382,9,458,/997/8/567/688/695/1089/1080/375/382/391/,7ED04B,459
399,49,"Field CA1, stratum oriens",CA1so,11,382,9,459,/997/8/567/688/695/1089/1080/375/382/399/,7ED04B,460
407,50,"Field CA1, pyramidal layer",CA1sp,11,382,9,460,/997/8/567/688/695/1089/1080/375/382/407/,66A83D,461
415,51,"Field CA1, stratum radiatum",CA1sr,11,382,9,461,/997/8/567/688/695/1089/1080/375/382/415/,7ED04B,462
423,52,Field CA2,CA2,9,375,8,462,/997/8/567/688/695/1089/1080/375/423/,7ED04B,463
431,53,"Field CA2, stratum lacunosum-moleculare",CA2slm,11,423,9,463,/997/8/567/688/695/1089/1080/375/423/431/,7ED04B,464
438,54,"Field CA2, stratum oriens",CA2so,11,423,9,464,/997/8/567/688/695/1089/1080/375/423/438/,7ED04B,465
446,55,"Field CA2, pyramidal layer",CA2sp,11,423,9,465,/997/8/567/688/695/1089/1080/375/423/446/,66A83D,466
454,56,"Field CA2, stratum radiatum",CA2sr,11,423,9,466,/997/8/567/688/695/1089/1080/375/423/454/,7ED04B,467
463,57,Field CA3,CA3,9,375,8,467,/997/8/567/688/695/1089/1080/375/463/,7ED04B,468
471,58,"Field CA3, stratum lacunosum-moleculare",CA3slm,11,463,9,468,/997/8/567/688/695/1089/1080/375/463/471/,7ED04B,469
479,59,"Field CA3, stratum lucidum",CA3slu,11,463,9,469,/997/8/567/688/695/1089/1080/375/463/479/,7ED04B,470
486,60,"Field CA3, stratum oriens",CA3so,11,463,9,470,/997/8/567/688/695/1089/1080/375/463/486/,7ED04B,471
495,61,"Field CA3, pyramidal layer",CA3sp,11,463,9,471,/997/8/567/688/695/1089/1080/375/463/495/,66A83D,472
504,62,"Field CA3, stratum radiatum",CA3sr,11,463,9,472,/997/8/567/688/695/1089/1080/375/463/504/,7ED04B,473
726,90,Dentate gyrus,DG,8,1080,7,473,/997/8/567/688/695/1089/1080/726/,7ED04B,474
10703,,"Dentate gyrus, molecular layer",DG-mo,11,726,8,474,/997/8/567/688/695/1089/1080/726/10703/,7ED04B,475
10704,,"Dentate gyrus, polymorph layer",DG-po,11,726,8,475,/997/8/567/688/695/1089/1080/726/10704/,7ED04B,476
632,927,"Dentate gyrus, granule cell layer",DG-sg,11,726,8,476,/997/8/567/688/695/1089/1080/726/632/,66A83D,477
10702,,"Dentate gyrus, subgranular zone",DG-sgz,11,726,8,477,/997/8/567/688/695/1089/1080/726/10702/,7ED04B,478
734,91,Dentate gyrus crest,DGcr,9,726,8,478,/997/8/567/688/695/1089/1080/726/734/,7ED04B,479
742,92,"Dentate gyrus crest, molecular layer",DGcr-mo,11,734,9,479,/997/8/567/688/695/1089/1080/726/734/742/,7ED04B,480
751,93,"Dentate gyrus crest, polymorph layer",DGcr-po,11,734,9,480,/997/8/567/688/695/1089/1080/726/734/751/,7ED04B,481
758,94,"Dentate gyrus crest, granule cell layer",DGcr-sg,11,734,9,481,/997/8/567/688/695/1089/1080/726/734/758/,7ED04B,482
766,95,Dentate gyrus lateral blade,DGlb,9,726,8,482,/997/8/567/688/695/1089/1080/726/766/,7ED04B,483
775,96,"Dentate gyrus lateral blade, molecular layer",DGlb-mo,11,766,9,483,/997/8/567/688/695/1089/1080/726/766/775/,7ED04B,484
782,97,"Dentate gyrus lateral blade, polymorph layer",DGlb-po,11,766,9,484,/997/8/567/688/695/1089/1080/726/766/782/,7ED04B,485
790,98,"Dentate gyrus lateral blade, granule cell layer",DGlb-sg,11,766,9,485,/997/8/567/688/695/1089/1080/726/766/790/,7ED04B,486
799,99,Dentate gyrus medial blade,DGmb,9,726,8,486,/997/8/567/688/695/1089/1080/726/799/,7ED04B,487
807,100,"Dentate gyrus medial blade, molecular layer",DGmb-mo,11,799,9,487,/997/8/567/688/695/1089/1080/726/799/807/,7ED04B,488
815,101,"Dentate gyrus medial blade, polymorph layer",DGmb-po,11,799,9,488,/997/8/567/688/695/1089/1080/726/799/815/,7ED04B,489
823,102,"Dentate gyrus medial blade, granule cell layer",DGmb-sg,11,799,9,489,/997/8/567/688/695/1089/1080/726/799/823/,7ED04B,490
982,122,Fasciola cinerea,FC,8,1080,7,490,/997/8/567/688/695/1089/1080/982/,7ED04B,491
19,143,Induseum griseum,IG,8,1080,7,491,/997/8/567/688/695/1089/1080/19/,7ED04B,492
822,385,Retrohippocampal region,RHP,6,1089,6,492,/997/8/567/688/695/1089/822/,32B825,493
909,113,Entorhinal area,ENT,8,822,7,493,/997/8/567/688/695/1089/822/909/,32B825,494
918,114,"Entorhinal area, lateral part",ENTl,9,909,8,494,/997/8/567/688/695/1089/822/909/918/,32B825,495
1121,988,"Entorhinal area, lateral part, layer 1",ENTl1,11,918,9,495,/997/8/567/688/695/1089/822/909/918/1121/,32B825,496
20,992,"Entorhinal area, lateral part, layer 2",ENTl2,11,918,9,496,/997/8/567/688/695/1089/822/909/918/20/,32B825,497
999,973,"Entorhinal area, lateral part, layer 2/3",ENTl2/3,11,918,9,497,/997/8/567/688/695/1089/822/909/918/999/,32B825,498
715,1079,"Entorhinal area, lateral part, layer 2a",ENTl2a,11,918,9,498,/997/8/567/688/695/1089/822/909/918/715/,32B825,499
764,1085,"Entorhinal area, lateral part, layer 2b",ENTl2b,11,918,9,499,/997/8/567/688/695/1089/822/909/918/764/,32B825,500
52,996,"Entorhinal area, lateral part, layer 3",ENTl3,11,918,9,500,/997/8/567/688/695/1089/822/909/918/52/,32B825,501
92,1001,"Entorhinal area, lateral part, layer 4",ENTl4,11,918,9,501,/997/8/567/688/695/1089/822/909/918/92/,32B825,502
312,887,"Entorhinal area, lateral part, layer 4/5",ENTl4/5,11,918,9,502,/997/8/567/688/695/1089/822/909/918/312/,32B825,503
139,1007,"Entorhinal area, lateral part, layer 5",ENTl5,11,918,9,503,/997/8/567/688/695/1089/822/909/918/139/,32B825,504
387,1038,"Entorhinal area, lateral part, layer 5/6",ENTl5/6,11,918,9,504,/997/8/567/688/695/1089/822/909/918/387/,32B825,505
28,993,"Entorhinal area, lateral part, layer 6a",ENTl6a,11,918,9,505,/997/8/567/688/695/1089/822/909/918/28/,32B825,506
60,997,"Entorhinal area, lateral part, layer 6b",ENTl6b,11,918,9,506,/997/8/567/688/695/1089/822/909/918/60/,32B825,507
926,115,"Entorhinal area, medial part, dorsal zone",ENTm,9,909,8,507,/997/8/567/688/695/1089/822/909/926/,32B825,508
526,914,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,11,926,9,508,/997/8/567/688/695/1089/822/909/926/526/,32B825,509
543,916,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,11,926,9,509,/997/8/567/688/695/1089/822/909/926/543/,32B825,510
468,1048,"Entorhinal area, medial part, dorsal zone, layer 2a",ENTm2a,11,926,9,510,/997/8/567/688/695/1089/822/909/926/468/,32B825,511
508,1053,"Entorhinal area, medial part, dorsal zone, layer 2b",ENTm2b,11,926,9,511,/997/8/567/688/695/1089/822/909/926/508/,32B825,512
664,931,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,11,926,9,512,/997/8/567/688/695/1089/822/909/926/664/,32B825,513
712,937,"Entorhinal area, medial part, dorsal zone, layer 4",ENTm4,11,926,9,513,/997/8/567/688/695/1089/822/909/926/712/,32B825,514
727,939,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,11,926,9,514,/997/8/567/688/695/1089/822/909/926/727/,32B825,515
550,634,"Entorhinal area, medial part, dorsal zone, layer 5/6",ENTm5/6,11,926,9,515,/997/8/567/688/695/1089/822/909/926/550/,32B825,516
743,941,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,11,926,9,516,/997/8/567/688/695/1089/822/909/926/743/,32B825,517
934,116,"Entorhinal area, medial part, ventral zone",ENTmv,9,909,8,517,/997/8/567/688/695/1089/822/909/934/,32B825,518
259,1022,"Entorhinal area, medial part, ventral zone, layer 1",ENTmv1,11,934,9,518,/997/8/567/688/695/1089/822/909/934/259/,32B825,519
324,1030,"Entorhinal area, medial part, ventral zone, layer 2",ENTmv2,11,934,9,519,/997/8/567/688/695/1089/822/909/934/324/,32B825,520
371,1036,"Entorhinal area, medial part, ventral zone, layer 3",ENTmv3,11,934,9,520,/997/8/567/688/695/1089/822/909/934/371/,32B825,521
419,1042,"Entorhinal area, medial part, ventral zone, layer 4",ENTmv4,11,934,9,521,/997/8/567/688/695/1089/822/909/934/419/,32B825,522
1133,1131,"Entorhinal area, medial part, ventral zone, layer 5/6",ENTmv5/6,11,934,9,522,/997/8/567/688/695/1089/822/909/934/1133/,32B825,523
843,246,Parasubiculum,PAR,8,822,7,523,/997/8/567/688/695/1089/822/843/,72D569,524
10693,,"Parasubiculum, layer 1",PAR1,11,843,8,524,/997/8/567/688/695/1089/822/843/10693/,72D569,525
10694,,"Parasubiculum, layer 2",PAR2,11,843,8,525,/997/8/567/688/695/1089/822/843/10694/,72D569,526
10695,,"Parasubiculum, layer 3",PAR3,11,843,8,526,/997/8/567/688/695/1089/822/843/10695/,72D569,527
1037,270,Postsubiculum,POST,8,822,7,527,/997/8/567/688/695/1089/822/1037/,48C83C,528
10696,,"Postsubiculum, layer 1",POST1,11,1037,8,528,/997/8/567/688/695/1089/822/1037/10696/,48C83C,529
10697,,"Postsubiculum, layer 2",POST2,11,1037,8,529,/997/8/567/688/695/1089/822/1037/10697/,48C83C,530
10698,,"Postsubiculum, layer 3",POST3,11,1037,8,530,/997/8/567/688/695/1089/822/1037/10698/,48C83C,531
1084,276,Presubiculum,PRE,8,822,7,531,/997/8/567/688/695/1089/822/1084/,59B947,532
10699,,"Presubiculum, layer 1",PRE1,11,1084,8,532,/997/8/567/688/695/1089/822/1084/10699/,59B947,533
10700,,"Presubiculum, layer 2",PRE2,11,1084,8,533,/997/8/567/688/695/1089/822/1084/10700/,59B947,534
10701,,"Presubiculum, layer 3",PRE3,11,1084,8,534,/997/8/567/688/695/1089/822/1084/10701/,59B947,535
502,345,Subiculum,SUB,8,822,7,535,/997/8/567/688/695/1089/822/502/,4FC244,536
509,346,"Subiculum, dorsal part",SUBd,9,502,8,536,/997/8/567/688/695/1089/822/502/509/,4FC244,537
829,386,"Subiculum, dorsal part, molecular layer",SUBd-m,11,509,9,537,/997/8/567/688/695/1089/822/502/509/829/,4FC244,538
845,388,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,11,509,9,538,/997/8/567/688/695/1089/822/502/509/845/,4BB547,539
837,387,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,11,509,9,539,/997/8/567/688/695/1089/822/502/509/837/,4FC244,540
518,347,"Subiculum, ventral part",SUBv,9,502,8,540,/997/8/567/688/695/1089/822/502/518/,4FC244,541
853,389,"Subiculum, ventral part, molecular layer",SUBv-m,11,518,9,541,/997/8/567/688/695/1089/822/502/518/853/,4FC244,542
870,391,"Subiculum, ventral part, pyramidal layer",SUBv-sp,11,518,9,542,/997/8/567/688/695/1089/822/502/518/870/,4BB547,543
861,390,"Subiculum, ventral part, stratum radiatum",SUBv-sr,11,518,9,543,/997/8/567/688/695/1089/822/502/518/861/,4FC244,544
484682470,,Prosubiculum,ProS,8,822,7,544,/997/8/567/688/695/1089/822/484682470/,58BA48,545
484682475,,"Prosubiculum, dorsal part",ProSd,9,484682470,8,545,/997/8/567/688/695/1089/822/484682470/484682475/,58BA48,546
484682479,,"Prosubiculum, dorsal part, molecular layer",ProSd-m,11,484682475,9,546,/997/8/567/688/695/1089/822/484682470/484682475/484682479/,58BA48,547
484682483,,"Prosubiculum, dorsal part, pyramidal layer",ProSd-sp,11,484682475,9,547,/997/8/567/688/695/1089/822/484682470/484682475/484682483/,56B84B,548
484682487,,"Prosubiculum, dorsal part, stratum radiatum",ProSd-sr,11,484682475,9,548,/997/8/567/688/695/1089/822/484682470/484682475/484682487/,58BA48,549
484682492,,"Prosubiculum, ventral part",ProSv,9,484682470,8,549,/997/8/567/688/695/1089/822/484682470/484682492/,58BA48,550
484682496,,"Prosubiculum, ventral part, molecular layer",ProSv-m,11,484682492,9,550,/997/8/567/688/695/1089/822/484682470/484682492/484682496/,58BA48,551
484682500,,"Prosubiculum, ventral part, pyramidal layer",ProSv-sp,11,484682492,9,551,/997/8/567/688/695/1089/822/484682470/484682492/484682500/,56B84B,552
484682504,,"Prosubiculum, ventral part, stratum radiatum",Prosv-sr,11,484682492,9,552,/997/8/567/688/695/1089/822/484682470/484682492/484682504/,58BA48,553
589508447,,Hippocampo-amygdalar transition area,HATA,8,822,7,553,/997/8/567/688/695/1089/822/589508447/,33B932,554
484682508,,Area prostriata,APr,8,822,7,554,/997/8/567/688/695/1089/822/484682508/,33B932,555
703,87,Cortical subplate,CTXsp,5,688,4,555,/997/8/567/688/703/,8ADA87,556
16,1,"Layer 6b, isocortex",6b,11,703,5,556,/997/8/567/688/703/16/,8ADA87,557
583,72,Claustrum,CLA,8,703,5,557,/997/8/567/688/703/583/,8ADA87,558
942,117,Endopiriform nucleus,EP,8,703,5,558,/997/8/567/688/703/942/,A0EE9D,559
952,118,"Endopiriform nucleus, dorsal part",EPd,9,942,6,559,/997/8/567/688/703/942/952/,A0EE9D,560
966,120,"Endopiriform nucleus, ventral part",EPv,9,942,6,560,/997/8/567/688/703/942/966/,A0EE9D,561
131,157,Lateral amygdalar nucleus,LA,8,703,5,561,/997/8/567/688/703/131/,90EB8D,562
295,36,Basolateral amygdalar nucleus,BLA,8,703,5,562,/997/8/567/688/703/295/,9DE79C,563
303,37,"Basolateral amygdalar nucleus, anterior part",BLAa,9,295,6,563,/997/8/567/688/703/295/303/,9DE79C,564
311,38,"Basolateral amygdalar nucleus, posterior part",BLAp,9,295,6,564,/997/8/567/688/703/295/311/,9DE79C,565
451,763,"Basolateral amygdalar nucleus, ventral part",BLAv,9,295,6,565,/997/8/567/688/703/295/451/,9DE79C,566
319,39,Basomedial amygdalar nucleus,BMA,8,703,5,566,/997/8/567/688/703/319/,84EA81,567
327,40,"Basomedial amygdalar nucleus, anterior part",BMAa,9,319,6,567,/997/8/567/688/703/319/327/,84EA81,568
334,41,"Basomedial amygdalar nucleus, posterior part",BMAp,9,319,6,568,/997/8/567/688/703/319/334/,84EA81,569
780,238,Posterior amygdalar nucleus,PA,8,703,5,569,/997/8/567/688/703/780/,97EC93,570
623,77,Cerebral nuclei,CNU,3,567,3,570,/997/8/567/623/,98D6F9,571
477,342,Striatum,STR,5,623,4,571,/997/8/567/623/477/,98D6F9,572
485,343,Striatum dorsal region,STRd,6,477,5,572,/997/8/567/623/477/485/,98D6F9,573
672,83,Caudoputamen,CP,8,485,6,573,/997/8/567/623/477/485/672/,98D6F9,574
493,344,Striatum ventral region,STRv,6,477,5,574,/997/8/567/623/477/493/,80CDF8,575
56,6,Nucleus accumbens,ACB,8,493,6,575,/997/8/567/623/477/493/56/,80CDF8,576
998,124,Fundus of striatum,FS,8,493,6,576,/997/8/567/623/477/493/998/,80CDF8,577
754,235,Olfactory tubercle,OT,8,493,6,577,/997/8/567/623/477/493/754/,80CDF8,578
481,767,Islands of Calleja,isl,9,754,7,578,/997/8/567/623/477/493/754/481/,80CDF8,579
489,768,Major island of Calleja,islm,9,754,7,579,/997/8/567/623/477/493/754/489/,80CDF8,580
144,866,"Olfactory tubercle, layers 1-3",OT1-3,11,754,7,580,/997/8/567/623/477/493/754/144/,80CDF8,581
458,764,"Olfactory tubercle, molecular layer",OT1,11,754,7,581,/997/8/567/623/477/493/754/458/,80CDF8,582
465,765,"Olfactory tubercle, pyramidal layer",OT2,11,754,7,582,/997/8/567/623/477/493/754/465/,80CDF8,583
473,766,"Olfactory tubercle, polymorph layer",OT3,11,754,7,583,/997/8/567/623/477/493/754/473/,80CDF8,584
549009199,,Lateral strip of striatum,LSS,8,493,6,584,/997/8/567/623/477/493/549009199/,80CDF8,585
275,175,Lateral septal complex,LSX,6,477,5,585,/997/8/567/623/477/275/,90CBED,586
242,171,Lateral septal nucleus,LS,8,275,6,586,/997/8/567/623/477/275/242/,90CBED,587
250,172,"Lateral septal nucleus, caudal (caudodorsal) part",LSc,9,242,7,587,/997/8/567/623/477/275/242/250/,90CBED,588
258,173,"Lateral septal nucleus, rostral (rostroventral) part",LSr,9,242,7,588,/997/8/567/623/477/275/242/258/,90CBED,589
266,174,"Lateral septal nucleus, ventral part",LSv,9,242,7,589,/997/8/567/623/477/275/242/266/,90CBED,590
310,321,Septofimbrial nucleus,SF,8,275,6,590,/997/8/567/623/477/275/310/,90CBED,591
333,324,Septohippocampal nucleus,SH,8,275,6,591,/997/8/567/623/477/275/333/,90CBED,592
278,317,Striatum-like amygdalar nuclei,sAMY,6,477,5,592,/997/8/567/623/477/278/,80C0E2,593
23,2,Anterior amygdalar area,AAA,8,278,6,593,/997/8/567/623/477/278/23/,80C0E2,594
292,460,Bed nucleus of the accessory olfactory tract,BA,8,278,6,594,/997/8/567/623/477/278/292/,80C0E2,595
536,66,Central amygdalar nucleus,CEA,8,278,6,595,/997/8/567/623/477/278/536/,80C0E2,596
544,67,"Central amygdalar nucleus, capsular part",CEAc,9,536,7,596,/997/8/567/623/477/278/536/544/,80C0E2,597
551,68,"Central amygdalar nucleus, lateral part",CEAl,9,536,7,597,/997/8/567/623/477/278/536/551/,80C0E2,598
559,69,"Central amygdalar nucleus, medial part",CEAm,9,536,7,598,/997/8/567/623/477/278/536/559/,80C0E2,599
1105,137,Intercalated amygdalar nucleus,IA,8,278,6,599,/997/8/567/623/477/278/1105/,80C0E2,600
403,191,Medial amygdalar nucleus,MEA,8,278,6,600,/997/8/567/623/477/278/403/,80C0E2,601
411,192,"Medial amygdalar nucleus, anterodorsal part",MEAad,9,403,7,601,/997/8/567/623/477/278/403/411/,80C0E2,602
418,193,"Medial amygdalar nucleus, anteroventral part",MEAav,9,403,7,602,/997/8/567/623/477/278/403/418/,80C0E2,603
426,194,"Medial amygdalar nucleus, posterodorsal part",MEApd,9,403,7,603,/997/8/567/623/477/278/403/426/,80C0E2,604
472,907,"Medial amygdalar nucleus, posterodorsal part, sublayer a",MEApd-a,11,426,8,604,/997/8/567/623/477/278/403/426/472/,80C0E2,605
480,908,"Medial amygdalar nucleus, posterodorsal part, sublayer b",MEApd-b,11,426,8,605,/997/8/567/623/477/278/403/426/480/,80C0E2,606
487,909,"Medial amygdalar nucleus, posterodorsal part, sublayer c",MEApd-c,11,426,8,606,/997/8/567/623/477/278/403/426/487/,80C0E2,607
435,195,"Medial amygdalar nucleus, posteroventral part",MEApv,9,403,7,607,/997/8/567/623/477/278/403/435/,80C0E2,608
803,241,Pallidum,PAL,5,623,4,608,/997/8/567/623/803/,8599CC,609
818,243,"Pallidum, dorsal region",PALd,6,803,5,609,/997/8/567/623/803/818/,8599CC,610
1022,127,"Globus pallidus, external segment",GPe,8,818,6,610,/997/8/567/623/803/818/1022/,8599CC,611
1031,128,"Globus pallidus, internal segment",GPi,8,818,6,611,/997/8/567/623/803/818/1031/,8599CC,612
835,245,"Pallidum, ventral region",PALv,6,803,5,612,/997/8/567/623/803/835/,A2B1D8,613
342,325,Substantia innominata,SI,8,835,6,613,/997/8/567/623/803/835/342/,A2B1D8,614
298,178,Magnocellular nucleus,MA,8,835,6,614,/997/8/567/623/803/835/298/,A2B1D8,615
826,244,"Pallidum, medial region",PALm,6,803,5,615,/997/8/567/623/803/826/,96A7D3,616
904,395,Medial septal complex,MSC,8,826,6,616,/997/8/567/623/803/826/904/,96A7D3,617
564,211,Medial septal nucleus,MS,9,904,7,617,/997/8/567/623/803/826/904/564/,96A7D3,618
596,215,Diagonal band nucleus,NDB,9,904,7,618,/997/8/567/623/803/826/904/596/,96A7D3,619
581,355,Triangular nucleus of septum,TRS,8,826,6,619,/997/8/567/623/803/826/581/,96A7D3,620
809,242,"Pallidum, caudal region",PALc,6,803,5,620,/997/8/567/623/803/809/,B3C0DF,621
351,43,Bed nuclei of the stria terminalis,BST,8,809,6,621,/997/8/567/623/803/809/351/,B3C0DF,622
359,44,"Bed nuclei of the stria terminalis, anterior division",BSTa,9,351,7,622,/997/8/567/623/803/809/351/359/,B3C0DF,623
537,774,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",BSTal,10,359,8,623,/997/8/567/623/803/809/351/359/537/,B3C0DF,624
498,769,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",BSTam,10,359,8,624,/997/8/567/623/803/809/351/359/498/,B3C0DF,625
505,770,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",BSTdm,10,359,8,625,/997/8/567/623/803/809/351/359/505/,B3C0DF,626
513,771,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",BSTfu,10,359,8,626,/997/8/567/623/803/809/351/359/513/,B3C0DF,627
546,775,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",BSTju,10,359,8,627,/997/8/567/623/803/809/351/359/546/,B3C0DF,628
521,772,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",BSTmg,10,359,8,628,/997/8/567/623/803/809/351/359/521/,B3C0DF,629
554,776,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",BSTov,10,359,8,629,/997/8/567/623/803/809/351/359/554/,B3C0DF,630
562,777,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",BSTrh,10,359,8,630,/997/8/567/623/803/809/351/359/562/,B3C0DF,631
529,773,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,10,359,8,631,/997/8/567/623/803/809/351/359/529/,B3C0DF,632
367,45,"Bed nuclei of the stria terminalis, posterior division",BSTp,9,351,7,632,/997/8/567/623/803/809/351/367/,B3C0DF,633
569,778,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",BSTd,10,367,8,633,/997/8/567/623/803/809/351/367/569/,B3C0DF,634
578,779,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",BSTpr,10,367,8,634,/997/8/567/623/803/809/351/367/578/,B3C0DF,635
585,780,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",BSTif,10,367,8,635,/997/8/567/623/803/809/351/367/585/,B3C0DF,636
594,781,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",BSTtr,10,367,8,636,/997/8/567/623/803/809/351/367/594/,B3C0DF,637
602,782,"Bed nuclei of the stria terminalis, posterior division, strial extension",BSTse,10,367,8,637,/997/8/567/623/803/809/351/367/602/,B3C0DF,638
287,35,Bed nucleus of the anterior commissure,BAC,8,809,6,638,/997/8/567/623/803/809/287/,B3C0DF,639
343,42,Brain stem,BS,2,8,2,639,/997/8/343/,FF7080,640
1129,140,Interbrain,IB,3,343,3,640,/997/8/343/1129/,FF7080,641
549,351,Thalamus,TH,5,1129,4,641,/997/8/343/1129/549/,FF7080,642
864,107,"Thalamus, sensory-motor cortex related",DORsm,6,549,5,642,/997/8/343/1129/549/864/,FF8084,643
637,362,Ventral group of the dorsal thalamus,VENT,7,864,6,643,/997/8/343/1129/549/864/637/,FF8084,644
629,361,Ventral anterior-lateral complex of the thalamus,VAL,8,637,7,644,/997/8/343/1129/549/864/637/629/,FF8084,645
685,368,Ventral medial nucleus of the thalamus,VM,8,637,7,645,/997/8/343/1129/549/864/637/685/,FF8084,646
709,371,Ventral posterior complex of the thalamus,VP,8,637,7,646,/997/8/343/1129/549/864/637/709/,FF8084,647
718,372,Ventral posterolateral nucleus of the thalamus,VPL,9,709,8,647,/997/8/343/1129/549/864/637/709/718/,FF8084,648
725,373,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,9,709,8,648,/997/8/343/1129/549/864/637/709/725/,FF8084,649
733,374,Ventral posteromedial nucleus of the thalamus,VPM,9,709,8,649,/997/8/343/1129/549/864/637/709/733/,FF8084,650
741,375,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,9,709,8,650,/997/8/343/1129/549/864/637/709/741/,FF8084,651
563807435,,Posterior triangular thalamic nucleus,PoT,8,637,7,651,/997/8/343/1129/549/864/637/563807435/,FF8084,652
406,333,Subparafascicular nucleus,SPF,8,864,6,652,/997/8/343/1129/549/864/406/,FF8084,653
414,334,"Subparafascicular nucleus, magnocellular part",SPFm,9,406,7,653,/997/8/343/1129/549/864/406/414/,FF8084,654
422,335,"Subparafascicular nucleus, parvicellular part",SPFp,9,406,7,654,/997/8/343/1129/549/864/406/422/,FF8084,655
609,783,Subparafascicular area,SPA,8,864,6,655,/997/8/343/1129/549/864/609/,FF8084,656
1044,271,Peripeduncular nucleus,PP,8,864,6,656,/997/8/343/1129/549/864/1044/,FF8084,657
1008,125,"Geniculate group, dorsal thalamus",GENd,7,864,6,657,/997/8/343/1129/549/864/1008/,FF8084,658
475,200,Medial geniculate complex,MG,8,1008,7,658,/997/8/343/1129/549/864/1008/475/,FF8084,659
1072,416,"Medial geniculate complex, dorsal part",MGd,9,475,8,659,/997/8/343/1129/549/864/1008/475/1072/,FF8084,660
1079,417,"Medial geniculate complex, ventral part",MGv,9,475,8,660,/997/8/343/1129/549/864/1008/475/1079/,FF8084,661
1088,418,"Medial geniculate complex, medial part",MGm,9,475,8,661,/997/8/343/1129/549/864/1008/475/1088/,FF8084,662
170,162,Dorsal part of the lateral geniculate complex,LGd,8,1008,7,662,/997/8/343/1129/549/864/1008/170/,FF8084,663
496345664,,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,9,170,8,663,/997/8/343/1129/549/864/1008/170/496345664/,FF8084,664
496345668,,"Dorsal part of the lateral geniculate complex, core",LGd-co,9,170,8,664,/997/8/343/1129/549/864/1008/170/496345668/,FF8084,665
496345672,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,9,170,8,665,/997/8/343/1129/549/864/1008/170/496345672/,FF8084,666
856,106,"Thalamus, polymodal association cortex related",DORpm,6,549,5,666,/997/8/343/1129/549/856/,FF909F,667
138,158,Lateral group of the dorsal thalamus,LAT,7,856,6,667,/997/8/343/1129/549/856/138/,FF909F,668
218,168,Lateral posterior nucleus of the thalamus,LP,8,138,7,668,/997/8/343/1129/549/856/138/218/,FF909F,669
1020,268,Posterior complex of the thalamus,PO,8,138,7,669,/997/8/343/1129/549/856/138/1020/,FF909F,670
1029,269,Posterior limiting nucleus of the thalamus,POL,8,138,7,670,/997/8/343/1129/549/856/138/1029/,FF909F,671
325,323,Suprageniculate nucleus,SGN,8,138,7,671,/997/8/343/1129/549/856/138/325/,FF909F,672
560581551,,Ethmoid nucleus of the thalamus,Eth,8,138,7,672,/997/8/343/1129/549/856/138/560581551/,FF909F,673
